parcel_id,detected_number,cx,cy,confidence,validation,area_px,tess_number,tess_conf,easy_number,easy_conf
,,1476.4750394114556,6309.575932737783,0.0,NO_NUMBER,951.5,,0.0,,0.0
,,1382.016815034619,6310.660929772502,0.0,NO_NUMBER,842.5,,0.21,,0.0
,,1845.9628722970215,6301.863729090166,0.0,NO_NUMBER,817.0,,0.0,,0.0
,,551.9440642394378,6305.45761474587,0.0,NO_NUMBER,1826.5,,0.0,,0.0
,,7114.502017228218,6292.126703740049,0.0,NO_NUMBER,1528.5,,0.0,,0.0
,,6607.58503046127,6294.150565709312,0.0,NO_NUMBER,1915.0,,0.54,,0.0
,,7002.699933730947,6277.478727634195,0.0,NO_NUMBER,1257.5,,0.0,,0.0
,,7209.188808417108,6275.52048427197,0.0,NO_NUMBER,4625.5,,0.0,,0.0
,,4568.403442340792,6160.035226620768,0.0,NO_NUMBER,1452.5,,0.0,,0.0
,,4252.050929462694,6088.424242424242,0.0,NO_NUMBER,1309.0,,0.0,,0.0
,,4189.778464254193,6079.021329802883,0.0,NO_NUMBER,1133.0,,0.67,,0.0
,,4781.9477949197435,6098.752844008103,0.0,NO_NUMBER,1069.5,,0.0,,0.0
,,4409.80922787194,6075.273069679849,0.0,NO_NUMBER,885.0,,0.0,,0.0
,,3884.133979726752,6033.175407668577,0.0,NO_NUMBER,1134.5,,0.0,,0.0
,,1643.990931832395,6049.774390243902,0.0,NO_NUMBER,1066.0,,0.0,,0.0
,,3817.7184149184145,6047.80578088578,0.0,NO_NUMBER,1787.5,,0.0,,0.0
,,4852.593867762932,6046.390373415553,0.0,NO_NUMBER,973.0,,0.58,,0.0
,,6697.769414073451,6052.179142136249,0.0,NO_NUMBER,1189.0,,0.0,,0.0
,,3737.8401976935747,5989.965037525169,0.0,NO_NUMBER,910.5,,0.0,,0.0
,,7103.543544857768,5978.22056892779,0.0,NO_NUMBER,1142.5,,0.44,,0.0
,,3943.0704438149196,5919.390368271955,0.0,NO_NUMBER,882.5,,0.0,,0.0
,,3662.8244017526117,5922.110886417256,0.0,NO_NUMBER,989.0,,0.35,,0.0
,,5326.102642665645,5935.110940891102,0.0,NO_NUMBER,1305.5,,0.0,,0.0
,,5400.166493686213,5911.666234215533,0.0,NO_NUMBER,1927.0,,0.0,,0.0
,,1608.1047043748856,5948.71846970529,0.0,NO_NUMBER,910.5,,0.0,,0.0
,,6290.854483122362,5980.0582278481015,0.0,NO_NUMBER,3160.0,,0.57,,0.0
,,6670.153087797618,5963.259765625,0.0,NO_NUMBER,1792.0,,0.0,,0.0
,,3515.342444170434,5909.163173037402,0.0,NO_NUMBER,2433.0,,0.24,,0.0
,,4250.414702233251,5889.546939619519,0.0,NO_NUMBER,1612.0,,0.0,,0.0
,,6819.310748640736,5824.587759654259,0.0,NO_NUMBER,1195.5,,0.75,,0.0
