parcel_id,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_px,detected_number,confidence,validation,tess_text,easyocr_text,engines_agree
31,7195,3872,140,403,7265,4073,2848.5,,0.0,UNKNOWN,,,
32,8599,3567,35,126,8621,3634,782.0,,0.0,UNKNOWN,,,
33,7443,3448,41,102,7460,3497,582.0,,0.0,UNKNOWN,,,
34,5821,3417,141,126,5881,3476,2342.0,,0.0,UNKNOWN,,,
35,7407,3392,22,132,7419,3454,768.0,,0.0,UNKNOWN,,,
36,5822,3360,123,46,5884,3387,1165.0,,0.0,UNKNOWN,,,
37,5838,3284,107,74,5889,3319,1302.0,,0.0,UNKNOWN,,,
38,7501,3229,25,102,7513,3278,769.5,,0.0,UNKNOWN,,,
39,5827,3154,132,108,5885,3197,2102.0,,0.0,UNKNOWN,,,
40,5826,3041,118,69,5880,3076,1186.5,,0.0,UNKNOWN,,,
41,7387,3033,35,109,7405,3094,673.5,,0.0,UNKNOWN,,,
42,3138,2961,53,79,3163,3002,693.5,,0.0,UNKNOWN,,,
43,2850,2917,264,42,2992,2939,1843.0,,0.0,UNKNOWN,,,
44,2664,2902,183,22,2752,2912,1293.5,,0.0,UNKNOWN,,,
45,3157,2891,88,171,3188,2980,1421.0,,0.0,UNKNOWN,,,
46,3114,2869,29,90,3128,2921,597.0,,0.0,UNKNOWN,,,
47,7337,2779,27,121,7348,2840,1020.5,,0.0,UNKNOWN,,,
48,2923,2768,79,44,2959,2786,740.5,,0.0,UNKNOWN,,,
49,7425,2755,21,163,7433,2835,1081.0,,0.0,UNKNOWN,,,
50,2897,2709,80,54,2939,2735,982.0,,0.0,UNKNOWN,,,
51,2666,2663,460,47,2898,2683,3047.5,,0.0,UNKNOWN,,,
52,2420,2570,221,88,2535,2618,1308.5,,0.0,UNKNOWN,,,
53,2453,2546,682,120,2808,2629,4474.0,,0.0,UNKNOWN,,,
54,2528,2440,512,49,2792,2469,2942.5,,0.0,UNKNOWN,,,
55,2635,2433,187,20,2729,2443,1051.0,,0.0,UNKNOWN,,,
56,3198,2302,170,58,3280,2332,763.0,,0.0,UNKNOWN,,,
57,3374,2257,123,47,3441,2277,513.5,,0.0,UNKNOWN,,,
58,3752,2229,132,22,3818,2238,844.0,,0.0,UNKNOWN,,,
59,3502,2220,165,40,3584,2238,1051.0,,0.0,UNKNOWN,,,
60,3764,2196,142,28,3834,2209,974.0,,0.0,UNKNOWN,,,
61,3034,2183,91,79,3068,2214,755.0,,0.0,UNKNOWN,,,
62,4150,2127,147,40,4220,2145,1076.0,,0.0,UNKNOWN,,,
63,4476,2063,75,23,4511,2073,522.5,,0.0,UNKNOWN,,,
64,4627,1964,217,85,4748,2003,1397.5,,0.0,UNKNOWN,,,
65,4695,1955,250,110,4812,2016,1916.0,,0.0,UNKNOWN,,,
66,4508,1867,83,82,4544,1904,676.0,,0.0,UNKNOWN,,,
67,5405,1800,119,21,5462,1809,580.0,,0.0,UNKNOWN,,,
68,5732,1644,42,95,5753,1683,500.0,,0.0,UNKNOWN,,,
69,5696,1609,37,77,5711,1645,570.5,,0.0,UNKNOWN,,,
70,8621,1572,24,998,8632,2062,6502.5,,0.0,UNKNOWN,,,
71,5655,1527,53,87,5676,1570,831.5,,0.0,UNKNOWN,,,
72,6553,1513,76,74,6593,1552,765.5,,0.0,UNKNOWN,,,
73,6645,1340,32,119,6655,1407,830.5,,0.0,UNKNOWN,,,
74,6612,1323,31,189,6626,1424,1300.0,,0.0,UNKNOWN,,,
75,6604,1153,69,165,6640,1229,1035.5,,0.0,UNKNOWN,,,
76,8626,1097,21,476,8636,1331,3174.5,,0.0,UNKNOWN,,,
77,7555,1016,139,137,7624,1078,1198.5,,0.0,UNKNOWN,,,
78,7659,989,53,123,7679,1048,510.5,,0.0,UNKNOWN,,,
79,7210,984,130,56,7268,1020,856.0,,0.0,UNKNOWN,,,
80,7515,953,173,154,7611,1029,1280.5,,0.0,UNKNOWN,,,
81,6748,924,41,109,6763,980,573.0,,0.0,UNKNOWN,,,
82,516,377,107,28,570,394,668.5,,0.0,UNKNOWN,,,
83,865,330,186,40,957,354,1140.0,,0.0,UNKNOWN,,,
84,1219,309,87,23,1263,323,585.0,,0.0,UNKNOWN,,,
85,330,261,201,165,384,372,2070.5,,0.0,UNKNOWN,,,
86,1123,246,46,97,1151,312,659.5,,0.0,UNKNOWN,,,
87,1311,234,120,90,1370,294,1258.5,,0.0,UNKNOWN,,,
88,1349,223,239,268,1506,325,2164.0,,0.0,UNKNOWN,,,
89,344,146,1048,48,841,168,3799.0,,0.0,UNKNOWN,,,
90,1579,35,2747,176,2983,89,14765.0,,0.0,UNKNOWN,,,
91,5305,9,400,24,5503,18,2201.0,,0.0,UNKNOWN,,,
92,4332,4,878,51,4745,23,6265.0,,0.0,UNKNOWN,,,
