parcel_id,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_px,detected_number,confidence,validation,tess_text,easyocr_text,engines_agree
0,4865,6300,153,21,4932,6315,869.5,,0.0,UNKNOWN,,,
1,594,6295,179,26,679,6313,1250.0,,0.0,UNKNOWN,,,
2,1431,6291,103,30,1482,6312,767.0,,0.0,UNKNOWN,,,
3,1302,6290,107,31,1361,6313,602.5,,0.0,UNKNOWN,,,
4,6566,6286,137,35,6628,6311,1084.5,,0.0,UNKNOWN,,,
5,850,6282,76,30,881,6300,609.5,,0.0,UNKNOWN,,,
6,490,6281,139,40,560,6306,1453.0,,0.0,UNKNOWN,,,
7,7317,6280,74,40,7356,6307,697.5,,0.0,UNKNOWN,,,
8,810,6280,58,41,837,6308,588.5,,0.0,UNKNOWN,,,
9,6993,6278,52,43,7009,6303,602.0,,0.0,UNKNOWN,,,
10,6551,6247,64,74,6580,6277,766.5,,0.0,UNKNOWN,,,
11,7169,6238,87,83,7208,6283,3935.5,,0.0,UNKNOWN,,,
12,1601,6238,40,36,1618,6255,533.5,,0.0,UNKNOWN,,,
13,7254,6237,21,82,7266,6284,545.0,,0.0,UNKNOWN,,,
14,7141,6205,39,91,7166,6253,657.5,,0.0,UNKNOWN,,,
15,6948,6186,39,135,6970,6266,935.5,,0.0,UNKNOWN,,,
16,5902,6162,92,20,5946,6168,507.0,,0.0,UNKNOWN,,,
17,4478,6111,187,112,4568,6160,1506.5,,0.0,UNKNOWN,,,
18,4393,6099,116,70,4457,6131,588.5,,0.0,UNKNOWN,,,
19,3062,6099,27,68,3075,6132,597.5,,0.0,UNKNOWN,,,
20,3836,6092,65,60,3860,6129,680.5,,0.0,UNKNOWN,,,
21,4157,6070,220,58,4271,6092,1437.0,,0.0,UNKNOWN,,,
22,1059,6070,47,65,1084,6103,607.5,,0.0,UNKNOWN,,,
23,6207,6061,39,74,6230,6097,559.5,,0.0,UNKNOWN,,,
24,3830,6058,145,41,3896,6078,786.5,,0.0,UNKNOWN,,,
25,4091,6053,216,52,4200,6078,1166.5,,0.0,UNKNOWN,,,
26,6692,6050,88,86,6734,6091,608.0,,0.0,UNKNOWN,,,
27,972,6050,53,77,993,6087,562.5,,0.0,UNKNOWN,,,
28,4730,6046,101,103,4783,6099,1100.5,,0.0,UNKNOWN,,,
