parcel_id,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_px,detected_number,confidence,validation,tess_text,easyocr_text,engines_agree
0,1283,6146,4006,31,3310,6171,22845.5,,0.0,UNKNOWN,,,
1,7210,6048,158,117,7276,6118,2912.5,,0.0,UNKNOWN,,,
2,5847,6047,49,38,5876,6065,526.0,,0.0,UNKNOWN,,,
3,3541,6015,52,42,3561,6035,632.5,,0.0,UNKNOWN,,,
4,3675,6004,64,70,3709,6040,693.0,,0.0,UNKNOWN,,,
5,4618,5992,112,108,4672,6044,811.0,,0.0,UNKNOWN,,,
6,5736,5971,46,58,5761,6002,502.0,,0.0,UNKNOWN,,,
7,3741,5970,34,89,3762,6013,848.0,,0.0,UNKNOWN,,,
8,4689,5962,138,127,4760,6020,1098.0,,0.0,UNKNOWN,,,
9,3590,5955,72,91,3621,6005,1354.0,,0.0,UNKNOWN,,,
10,5906,5952,74,120,5946,6012,782.5,,0.0,UNKNOWN,,,
11,4460,5952,40,53,4485,5981,639.0,,0.0,UNKNOWN,,,
12,1506,5938,47,110,1528,5989,806.5,,0.0,UNKNOWN,,,
13,1984,5917,32,127,2000,5980,1055.5,,0.0,UNKNOWN,,,
14,4428,5905,187,91,4521,5953,1303.0,,0.0,UNKNOWN,,,
15,1815,5898,73,72,1850,5936,880.5,,0.0,UNKNOWN,,,
16,6003,5880,27,86,6019,5920,617.5,,0.0,UNKNOWN,,,
17,5771,5877,172,193,5864,5960,1486.0,,0.0,UNKNOWN,,,
18,440,5852,27,178,456,5931,739.5,,0.0,UNKNOWN,,,
19,4331,5847,87,44,4375,5865,714.0,,0.0,UNKNOWN,,,
20,5683,5829,53,51,5702,5861,507.0,,0.0,UNKNOWN,,,
21,1462,5828,48,107,1488,5880,820.0,,0.0,UNKNOWN,,,
22,3062,5819,58,88,3089,5861,1046.0,,0.0,UNKNOWN,,,
23,5771,5817,132,136,5836,5875,1255.0,,0.0,UNKNOWN,,,
24,6091,5811,44,136,6110,5876,582.5,,0.0,UNKNOWN,,,
25,3122,5807,73,74,3152,5849,815.5,,0.0,UNKNOWN,,,
26,3193,5802,20,71,3202,5838,515.5,,0.0,UNKNOWN,,,
27,3838,5760,51,61,3867,5791,708.5,,0.0,UNKNOWN,,,
28,5638,5746,128,112,5695,5807,1052.0,,0.0,UNKNOWN,,,
29,4278,5746,41,62,4304,5779,658.0,,0.0,UNKNOWN,,,
30,380,5744,58,91,409,5781,668.0,,0.0,UNKNOWN,,,
31,4240,5730,37,50,4262,5757,514.5,,0.0,UNKNOWN,,,
32,1197,5729,78,22,1233,5741,540.0,,0.0,UNKNOWN,,,
33,998,5716,52,82,1025,5756,714.5,,0.0,UNKNOWN,,,
34,250,5716,97,28,294,5730,713.0,,0.0,UNKNOWN,,,
35,5661,5713,108,104,5714,5769,852.0,,0.0,UNKNOWN,,,
36,2594,5698,347,242,2769,5815,2646.0,,0.0,UNKNOWN,,,
37,725,5698,43,45,745,5719,646.5,0,0.687,INVALID,,0,
38,643,5698,56,63,674,5728,970.0,,0.0,UNKNOWN,,,
39,4181,5695,45,62,4208,5730,552.5,,0.0,UNKNOWN,,,
40,2728,5695,273,175,2862,5793,1896.5,,0.0,UNKNOWN,,,
41,1057,5695,48,66,1074,5729,759.5,,0.0,UNKNOWN,,,
42,148,5694,67,79,178,5726,790.0,,0.0,UNKNOWN,,,
43,583,5692,37,64,598,5722,757.0,,0.0,UNKNOWN,,,
44,909,5686,33,321,926,5849,2786.5,,0.0,UNKNOWN,,,
45,530,5682,38,77,546,5715,985.5,2,0.578,INVALID,,2,
46,4735,5679,81,94,4782,5723,1334.0,,0.0,UNKNOWN,,,
47,4630,5678,304,407,4778,5879,3942.5,,0.0,UNKNOWN,,,
48,1103,5677,57,66,1139,5714,912.5,,0.0,UNKNOWN,,,
49,4431,5666,267,289,4562,5824,2613.5,,0.0,UNKNOWN,,,
50,5006,5654,64,49,5039,5675,919.5,,0.0,UNKNOWN,,,
51,3748,5631,40,184,3760,5726,956.5,,0.0,UNKNOWN,,,
52,4710,5628,51,63,4741,5663,691.0,,0.0,UNKNOWN,,,
53,940,5617,80,50,977,5642,808.5,,0.0,UNKNOWN,,,
54,367,5613,123,410,442,5795,2891.5,,0.0,UNKNOWN,,,
55,5269,5612,65,44,5299,5630,835.0,,0.0,UNKNOWN,,,
56,4068,5607,367,284,4279,5719,3677.5,,0.0,UNKNOWN,,,
57,5078,5604,115,284,5137,5758,2179.0,,0.0,UNKNOWN,,,
58,458,5598,226,76,574,5635,2087.5,,0.0,UNKNOWN,,,
59,3781,5596,79,62,3820,5624,678.5,,0.0,UNKNOWN,,,
60,4988,5580,53,51,5020,5608,649.5,,0.0,UNKNOWN,,,
