parcel_id,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_px,detected_number,confidence,validation,tess_text,easyocr_text,engines_agree
83,794,7419,42,79,814,7459,903.5,,0.0,UNKNOWN,,,
84,5253,7414,91,121,5299,7476,1180.5,,0.0,UNKNOWN,,,
85,1967,7412,54,65,1988,7448,762.5,,0.0,UNKNOWN,,,
86,1909,7401,48,61,1931,7428,718.5,,0.0,UNKNOWN,,,
87,10,7381,51,539,19,7667,3708.0,,0.0,UNKNOWN,,,
88,732,7378,90,75,779,7422,1188.0,,0.0,UNKNOWN,,,
89,5046,7375,299,334,5184,7544,3429.0,,0.0,UNKNOWN,,,
90,5374,7365,226,172,5479,7470,1839.5,,0.0,UNKNOWN,,,
91,280,7362,64,85,316,7401,1132.5,,0.0,UNKNOWN,,,
92,951,7356,88,70,1005,7397,978.5,,0.0,UNKNOWN,,,
93,888,7316,84,73,922,7360,1106.0,,0.0,UNKNOWN,,,
94,799,7266,92,72,841,7301,1629.0,,0.0,UNKNOWN,,,
95,1163,7056,80,43,1205,7083,635.0,,0.0,UNKNOWN,,,
96,0,7006,30,394,12,7210,2300.5,,0.0,UNKNOWN,,,
97,1061,6967,69,43,1092,6988,509.0,,0.0,UNKNOWN,,,
98,1727,6954,135,164,1795,7039,2358.5,,0.0,UNKNOWN,,,
99,5295,6887,67,41,5320,6912,685.5,,0.0,UNKNOWN,,,
100,5317,6847,73,33,5347,6864,724.5,,0.0,UNKNOWN,,,
101,1550,6847,69,39,1581,6864,505.0,,0.0,UNKNOWN,,,
102,1635,6804,56,91,1660,6844,592.5,,0.0,UNKNOWN,,,
103,1565,6705,71,104,1603,6757,975.5,,0.0,UNKNOWN,,,
104,5424,6679,60,117,5447,6740,927.5,,0.0,UNKNOWN,,,
105,1441,6662,84,76,1484,6698,703.0,,0.0,UNKNOWN,,,
106,813,6561,109,44,868,6588,733.5,,0.0,UNKNOWN,,,
107,1337,6554,66,75,1367,6589,624.0,,0.0,UNKNOWN,,,
108,728,6473,103,73,785,6514,991.0,,0.0,UNKNOWN,,,
109,1275,6387,50,81,1298,6428,554.0,,0.0,UNKNOWN,,,
110,697,6385,79,79,734,6432,1103.0,,0.0,UNKNOWN,,,
111,1204,6377,66,91,1239,6425,534.5,,0.0,UNKNOWN,,,
112,1113,6257,54,64,1137,6285,584.0,,0.0,UNKNOWN,,,
113,1140,6200,63,63,1173,6230,537.5,,0.0,UNKNOWN,,,
114,4816,6191,626,1621,5133,7015,12217.0,,0.0,UNKNOWN,,,
115,664,6181,59,46,687,6211,705.0,,0.0,UNKNOWN,,,
116,953,6172,112,118,1000,6231,1282.0,,0.0,UNKNOWN,,,
117,724,6144,63,42,751,6168,731.5,,0.0,UNKNOWN,,,
118,767,6120,63,27,797,6134,616.5,,0.0,UNKNOWN,,,
119,853,5947,139,125,929,6016,1106.0,,0.0,UNKNOWN,,,
120,278,5777,89,58,324,5812,725.5,,0.0,UNKNOWN,,,
121,5872,5773,70,76,5907,5809,580.0,,0.0,UNKNOWN,,,
122,5460,5766,40,68,5477,5801,550.5,,0.0,UNKNOWN,,,
123,620,5761,230,184,714,5839,2844.5,,0.0,UNKNOWN,,,
124,531,5761,509,413,797,5967,6063.0,,0.0,UNKNOWN,,,
125,5846,5711,60,101,5866,5766,1236.0,,0.0,UNKNOWN,,,
126,209,5692,98,51,262,5716,750.5,,0.0,UNKNOWN,,,
127,5790,5665,49,105,5806,5709,1061.0,2,0.692,INVALID,,2,
128,5744,5621,44,93,5755,5655,919.5,,0.0,UNKNOWN,,,
129,5513,5620,47,128,5542,5680,1004.5,,0.0,UNKNOWN,,,
130,5976,5471,30,173,5985,5564,800.5,,0.0,UNKNOWN,,,
131,447,5430,102,281,483,5578,2315.0,,0.0,UNKNOWN,,,
132,4841,4680,1160,3130,5417,6310,21992.5,,0.0,UNKNOWN,,,
133,5447,4630,543,1519,5700,5371,10794.5,,0.0,UNKNOWN,,,
134,638,4330,173,37,740,4347,1599.5,,0.0,UNKNOWN,,,
135,912,4298,115,29,968,4310,1276.5,,0.0,UNKNOWN,,,
136,684,4284,150,27,759,4296,1502.5,,0.0,UNKNOWN,,,
137,1189,3937,27,42,1202,3956,814.5,0,0.699,INVALID,,0,
138,1186,3879,59,40,1211,3895,580.5,,0.0,UNKNOWN,,,
139,3819,3867,41,61,3841,3895,744.5,,0.0,UNKNOWN,,,
140,1442,3855,22,112,1451,3904,1010.0,,0.0,UNKNOWN,,,
141,3448,3817,43,75,3462,3857,569.5,,0.0,UNKNOWN,,,
142,1190,3806,64,45,1219,3823,648.5,,0.0,UNKNOWN,,,
143,3424,3739,62,73,3450,3777,777.5,,0.0,UNKNOWN,,,
144,1211,3729,48,48,1235,3750,616.0,,0.0,UNKNOWN,,,
145,3320,3675,53,24,3348,3687,569.5,,0.0,UNKNOWN,,,
146,3289,3675,38,168,3305,3762,1876.5,,0.0,UNKNOWN,,,
147,1306,3557,95,72,1356,3593,658.0,,0.0,UNKNOWN,,,
148,1167,3461,136,99,1228,3505,928.5,,0.0,UNKNOWN,,,
149,5895,3402,28,95,5907,3451,554.5,,0.0,UNKNOWN,,,
150,5841,3346,74,194,5870,3440,1403.5,,0.0,UNKNOWN,,,
151,1118,3268,20,147,1125,3337,1142.0,,0.0,UNKNOWN,,,
152,5798,3190,115,120,5852,3240,1261.0,,0.0,UNKNOWN,,,
153,6666,3171,46,69,6688,3199,521.0,,0.0,UNKNOWN,,,
154,5828,3016,80,215,5854,3122,1962.0,,0.0,UNKNOWN,,,
155,895,2984,63,70,921,3023,734.0,,0.0,UNKNOWN,,,
156,5783,2904,100,265,5830,3039,2422.5,,0.0,UNKNOWN,,,
157,6183,2690,47,81,6204,2731,753.5,,0.0,UNKNOWN,,,
158,6221,2668,71,117,6252,2729,1180.0,,0.0,UNKNOWN,,,
159,6419,2633,255,25,6549,2647,1257.0,,0.0,UNKNOWN,,,
160,6690,2615,170,104,6772,2659,1578.0,,0.0,UNKNOWN,,,
161,6322,2574,184,48,6424,2595,1089.5,,0.0,UNKNOWN,,,
162,6463,2556,83,43,6498,2577,704.0,,0.0,UNKNOWN,,,
163,1223,2548,20,130,1234,2617,908.0,,0.0,UNKNOWN,,,
164,6500,2528,78,37,6537,2550,662.5,,0.0,UNKNOWN,,,
165,1109,2528,36,57,1123,2552,520.5,,0.0,UNKNOWN,,,
166,6400,2496,61,58,6426,2521,557.5,,0.0,UNKNOWN,,,
167,6756,2471,102,155,6791,2553,1532.5,,0.0,UNKNOWN,,,
168,1095,2464,45,66,1115,2492,645.5,,0.0,UNKNOWN,,,
169,1089,2411,46,46,1109,2430,526.5,,0.0,UNKNOWN,,,
170,6340,2368,154,163,6418,2455,1186.5,,0.0,UNKNOWN,,,
171,5852,2360,21,266,5863,2498,1127.0,,0.0,UNKNOWN,,,
172,6548,2354,60,224,6585,2464,1742.5,,0.0,UNKNOWN,,,
173,1086,2352,42,48,1106,2373,552.0,,0.0,UNKNOWN,,,
174,1256,2323,74,76,1300,2366,1124.5,,0.0,UNKNOWN,,,
175,6563,2271,139,241,6634,2404,2207.5,,0.0,UNKNOWN,,,
176,1274,2265,39,62,1290,2294,748.0,4,0.662,INVALID,,4,
177,901,2239,126,39,965,2265,913.0,,0.0,UNKNOWN,,,
178,937,2200,91,37,977,2218,836.0,,0.0,UNKNOWN,,,
179,1213,2111,26,238,1228,2231,1414.5,,0.0,UNKNOWN,,,
180,1153,2005,78,539,1182,2272,5070.5,,0.0,UNKNOWN,,,
181,898,1996,97,122,932,2060,1712.5,,0.0,UNKNOWN,,,
182,925,1705,75,69,960,1748,771.0,,0.0,UNKNOWN,,,
183,861,1664,147,77,943,1694,1472.0,,0.0,UNKNOWN,,,
184,1193,1634,52,438,1213,1851,4148.5,,0.0,UNKNOWN,,,
185,1176,1540,40,333,1197,1692,2954.0,,0.0,UNKNOWN,,,
186,1913,1492,56,54,1941,1519,595.0,,0.0,UNKNOWN,,,
187,939,1489,67,62,968,1514,1188.0,,0.0,UNKNOWN,,,
188,1717,1471,58,48,1745,1494,677.0,,0.0,UNKNOWN,,,
189,2124,1470,113,57,2185,1498,1180.0,,0.0,UNKNOWN,,,
190,924,1389,80,76,958,1430,1182.5,,0.0,UNKNOWN,,,
191,1535,1332,57,49,1559,1356,562.5,,0.0,UNKNOWN,,,
192,2645,1302,74,34,2683,1318,656.0,,0.0,UNKNOWN,,,
193,2824,1244,73,33,2858,1258,541.0,,0.0,UNKNOWN,,,
194,1175,1105,34,327,1195,1255,3074.0,,0.0,UNKNOWN,,,
195,3299,1061,104,53,3357,1089,984.0,,0.0,UNKNOWN,,,
196,1597,1024,53,157,1612,1094,1007.0,,0.0,UNKNOWN,,,
197,3493,1014,99,32,3543,1027,778.0,,0.0,UNKNOWN,,,
198,1143,1009,60,46,1174,1030,613.5,,0.0,UNKNOWN,,,
199,1733,983,71,91,1763,1015,1350.5,,0.0,UNKNOWN,,,
200,1505,982,79,81,1535,1015,732.5,,0.0,UNKNOWN,,,
201,1446,968,47,160,1459,1040,1128.5,,0.0,UNKNOWN,,,
202,2967,822,53,101,2991,877,681.0,,0.0,UNKNOWN,,,
203,2914,785,115,73,2960,814,865.5,,0.0,UNKNOWN,,,
204,3037,771,60,64,3073,799,689.5,,0.0,UNKNOWN,,,
205,5754,763,23,230,5763,874,1024.5,,0.0,UNKNOWN,,,
206,4315,703,91,61,4361,732,841.0,,0.0,UNKNOWN,,,
207,4470,658,112,55,4527,682,1040.5,,0.0,UNKNOWN,,,
208,4639,604,93,50,4685,624,848.5,,0.0,UNKNOWN,,,
209,4793,554,100,59,4841,577,914.5,,0.0,UNKNOWN,,,
210,4121,496,41,161,4134,578,860.5,,0.0,UNKNOWN,,,
211,4942,494,102,62,4991,524,1075.0,,0.0,UNKNOWN,,,
212,4161,474,84,172,4188,561,1420.0,,0.0,UNKNOWN,,,
213,5624,464,172,992,5681,947,6912.0,,0.0,UNKNOWN,,,
214,4249,450,67,77,4283,482,894.5,,0.0,UNKNOWN,,,
215,5143,433,108,55,5195,458,1073.0,,0.0,UNKNOWN,,,
216,5300,386,89,51,5343,408,947.0,,0.0,UNKNOWN,,,
217,4357,378,184,105,4440,417,1748.5,,0.0,UNKNOWN,,,
218,5454,349,60,42,5482,366,552.5,,0.0,UNKNOWN,,,
219,5569,336,252,1262,5651,945,9741.0,,0.0,UNKNOWN,,,
220,5594,293,42,162,5618,367,1217.5,,0.0,UNKNOWN,,,
221,7056,166,52,78,7087,198,665.5,,0.0,UNKNOWN,,,
