parcel_id,bbox_x,bbox_y,bbox_w,bbox_h,cx,cy,area_px,detected_number,confidence,validation,tess_text,easyocr_text,engines_agree
0,7640,5843,110,100,7697,5897,674.0,,0.0,UNKNOWN,,,
1,2304,5762,50,92,2335,5808,682.5,,0.0,UNKNOWN,,,
2,652,5735,119,102,711,5786,798.0,,0.0,UNKNOWN,,,
3,0,5735,55,238,11,5845,1590.0,,0.0,UNKNOWN,,,
4,3558,5730,197,50,3657,5748,856.5,,0.0,UNKNOWN,,,
5,216,5710,74,117,254,5770,873.5,,0.0,UNKNOWN,,,
6,3034,5684,121,95,3096,5725,672.5,,0.0,UNKNOWN,,,
7,70,5683,60,61,97,5712,773.0,,0.0,UNKNOWN,,,
8,720,5642,47,78,747,5685,730.0,,0.0,UNKNOWN,,,
9,5453,5640,28,123,5466,5701,555.5,,0.0,UNKNOWN,,,
10,284,5628,46,81,307,5676,666.0,,0.0,UNKNOWN,,,
11,668,5609,37,74,688,5648,585.5,,0.0,UNKNOWN,,,
12,175,5589,65,50,207,5612,600.5,,0.0,UNKNOWN,,,
13,4163,5581,123,40,4223,5607,995.5,,0.0,UNKNOWN,,,
14,385,5564,225,170,494,5647,1584.5,,0.0,UNKNOWN,,,
15,2747,5561,285,122,2887,5630,1582.5,,0.0,UNKNOWN,,,
16,203,5559,136,240,275,5674,1621.0,,0.0,UNKNOWN,,,
17,3930,5549,102,121,3983,5612,899.0,,0.0,UNKNOWN,,,
18,1397,5540,128,78,1450,5576,1439.0,7,0.517,INVALID,,7,
19,168,5537,54,60,201,5570,571.5,,0.0,UNKNOWN,,,
20,4223,5529,122,21,4284,5539,846.5,,0.0,UNKNOWN,,,
21,154,5507,54,58,182,5531,598.0,,0.0,UNKNOWN,,,
22,5018,5500,41,57,5039,5528,669.0,,0.0,UNKNOWN,,,
23,3789,5489,121,29,3847,5501,938.0,,0.0,UNKNOWN,,,
24,5395,5474,44,175,5424,5564,1106.0,,0.0,UNKNOWN,,,
25,4656,5469,45,62,4681,5507,558.0,,0.0,UNKNOWN,,,
26,5040,5463,90,33,5088,5481,682.0,,0.0,UNKNOWN,,,
27,583,5463,91,40,625,5481,594.5,,0.0,UNKNOWN,,,
