id,area_px,area_frac,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,aspect_ratio,perimeter_px,solidity,compactness
49,696.0,1.6e-05,6144,5146,6086,5139,107,15,7.133,259.1,0.572,0.13
50,699.5,1.6e-05,5653,5174,5637,5134,47,97,0.485,271.3,0.399,0.119
51,2474.0,5.7e-05,6486,5181,6455,5015,109,327,0.333,811.6,0.171,0.047
52,932.5,2.1e-05,6713,5034,6686,5006,61,55,1.109,262.0,0.522,0.171
53,723.0,1.7e-05,4844,5003,4811,4981,72,58,1.241,227.4,0.39,0.176
54,1573.5,3.6e-05,5757,5031,5689,4954,135,164,0.823,482.0,0.485,0.085
55,564.5,1.3e-05,6696,4914,6668,4895,55,41,1.341,150.8,0.752,0.312
56,1101.5,2.5e-05,6685,4874,6665,4855,40,38,1.053,130.8,0.957,0.809
57,1440.5,3.3e-05,4805,4910,4766,4843,78,145,0.538,577.5,0.236,0.054
58,1228.0,2.8e-05,5888,4876,5824,4798,134,156,0.859,454.6,0.564,0.075
59,600.0,1.4e-05,6586,4815,6564,4789,40,50,0.8,169.3,0.575,0.263
60,744.0,1.7e-05,6564,4770,6544,4737,40,68,0.588,200.3,0.518,0.233
61,1954.0,4.5e-05,6441,4863,6394,4701,79,310,0.255,698.4,0.372,0.05
62,517.0,1.2e-05,4709,4717,4694,4695,52,55,0.945,212.5,0.309,0.144
63,3666.0,8.4e-05,6961,4952,6867,4683,166,533,0.311,1223.3,0.332,0.031
64,597.0,1.4e-05,6530,4709,6507,4680,43,52,0.827,185.0,0.516,0.219
65,573.0,1.3e-05,6440,4685,6399,4679,90,16,5.625,209.5,0.65,0.164
66,1440.0,3.3e-05,6997,4694,6885,4672,225,35,6.429,505.0,0.323,0.071
67,1197.5,2.8e-05,6043,4725,5962,4661,167,112,1.491,488.3,0.24,0.063
68,833.0,1.9e-05,6208,4658,6138,4651,143,18,7.944,326.3,0.596,0.098
69,3601.0,8.3e-05,6882,4908,6743,4638,211,577,0.366,1374.6,0.126,0.024
70,552.0,1.3e-05,6452,4640,6427,4608,55,63,0.873,198.5,0.502,0.176
71,523.0,1.2e-05,6802,4649,6766,4605,73,92,0.793,252.2,0.559,0.103
72,1226.5,2.8e-05,4652,4606,4625,4575,64,94,0.681,340.4,0.321,0.133
73,757.5,1.7e-05,6487,4594,6445,4570,85,51,1.667,277.0,0.329,0.124
74,669.5,1.5e-05,6024,4533,6002,4512,50,44,1.136,204.9,0.503,0.2
75,723.0,1.7e-05,5657,4566,5611,4512,96,103,0.932,311.6,0.603,0.094
76,630.5,1.5e-05,6695,4529,6639,4470,112,120,0.933,346.9,0.603,0.066
77,1016.0,2.3e-05,5740,4476,5664,4460,166,39,4.256,383.6,0.47,0.087
78,676.5,1.6e-05,6030,4478,6006,4456,55,55,1.0,214.8,0.472,0.184
79,830.0,1.9e-05,6417,4460,6338,4444,152,30,5.067,337.5,0.566,0.092
80,681.0,1.6e-05,6537,4459,6484,4429,112,69,1.623,305.4,0.458,0.092
81,515.0,1.2e-05,6034,4439,6005,4426,60,27,2.222,149.1,0.777,0.291
82,1594.5,3.7e-05,5499,4556,5480,4413,40,291,0.137,652.5,0.569,0.047
83,806.5,1.9e-05,6803,4430,6780,4397,37,65,0.569,234.2,0.545,0.185
84,1428.0,3.3e-05,4576,4443,4538,4396,86,124,0.694,689.0,0.206,0.038
85,2831.0,6.5e-05,6142,4510,5954,4387,322,223,1.444,1055.5,0.12,0.032
86,1134.5,2.6e-05,6300,4391,6217,4375,165,39,4.231,462.7,0.258,0.067
87,1706.0,3.9e-05,7111,4470,7017,4373,141,237,0.595,687.2,0.133,0.045
88,594.0,1.4e-05,6773,4388,6752,4370,40,38,1.053,228.5,0.538,0.143
89,982.0,2.3e-05,5593,4415,5543,4366,105,111,0.946,334.8,0.629,0.11
90,641.5,1.5e-05,6431,4400,6389,4365,97,66,1.47,290.4,0.312,0.096
91,1220.0,2.8e-05,5974,4400,5891,4340,174,116,1.5,464.6,0.512,0.071
92,504.0,1.2e-05,6303,4357,6286,4331,28,49,0.571,174.4,0.508,0.208
93,583.0,1.3e-05,6728,4352,6712,4320,29,62,0.468,226.3,0.477,0.143
94,633.0,1.5e-05,6915,4340,6859,4313,123,54,2.278,294.9,0.582,0.091
95,971.5,2.2e-05,6456,4349,6417,4313,86,70,1.229,434.1,0.305,0.065
96,1151.5,2.7e-05,6441,4370,6367,4310,155,108,1.435,464.1,0.284,0.067
97,4453.0,0.000103,6820,4559,6554,4305,575,367,1.567,1697.9,0.061,0.019
98,585.0,1.3e-05,6998,4340,6985,4302,28,74,0.378,234.0,0.393,0.134
99,510.0,1.2e-05,6251,4324,6238,4294,36,60,0.6,175.7,0.498,0.208
100,2711.5,6.2e-05,2665,4321,2625,4293,81,54,1.5,219.0,0.955,0.71
101,817.0,1.9e-05,6182,4330,6127,4290,124,82,1.512,339.6,0.44,0.089
102,574.5,1.3e-05,6695,4313,6683,4285,27,62,0.435,198.8,0.507,0.183
103,1230.5,2.8e-05,6397,4285,6330,4238,113,80,1.413,531.3,0.236,0.055
104,591.5,1.4e-05,2703,4234,2658,4230,94,11,8.545,208.5,0.767,0.171
105,982.0,2.3e-05,6460,4263,6399,4206,128,128,1.0,429.7,0.395,0.067
106,575.5,1.3e-05,6515,4257,6478,4198,77,106,0.726,289.3,0.45,0.086
107,1322.5,3e-05,6908,4228,6807,4157,195,143,1.364,593.6,0.293,0.047
108,576.0,1.3e-05,5523,4206,5519,4151,11,108,0.102,241.5,0.672,0.124
109,666.0,1.5e-05,5888,4186,5820,4135,135,99,1.364,364.1,0.537,0.063
110,938.0,2.2e-05,6330,4159,6238,4131,189,55,3.436,452.3,0.4,0.058
111,613.0,1.4e-05,5610,4139,5579,4123,57,51,1.118,254.1,0.345,0.119
112,2295.0,5.3e-05,6210,4252,6059,4105,325,266,1.222,956.1,0.204,0.032
113,818.0,1.9e-05,6646,4063,6598,4033,96,78,1.231,461.7,0.211,0.048
114,622.5,1.4e-05,6494,4039,6441,4023,97,45,2.156,286.7,0.258,0.095
115,1296.5,3e-05,6120,4121,6060,4010,138,221,0.624,580.6,0.303,0.048
116,625.0,1.4e-05,6580,4062,6546,4008,77,113,0.681,326.3,0.367,0.074
117,803.5,1.8e-05,5924,4071,5877,3996,97,139,0.698,375.3,0.433,0.072
118,528.5,1.2e-05,6562,4042,6526,3995,67,92,0.728,257.3,0.381,0.1
119,583.5,1.3e-05,6784,4016,6741,3985,91,61,1.492,275.3,0.37,0.097
120,821.5,1.9e-05,5521,4066,5516,3974,12,174,0.069,390.0,0.546,0.068
121,1460.5,3.4e-05,6913,3994,6772,3965,286,88,3.25,673.6,0.212,0.04
122,1719.5,4e-05,6155,4053,6107,3923,122,228,0.535,783.0,0.169,0.035
123,1170.0,2.7e-05,5673,3928,5554,3914,239,28,8.536,523.1,0.575,0.054
124,582.0,1.3e-05,6560,3922,6538,3892,39,56,0.696,208.3,0.402,0.169
125,567.0,1.3e-05,6204,3919,6182,3888,46,58,0.793,238.1,0.45,0.126
126,794.5,1.8e-05,6803,3895,6785,3881,38,31,1.226,115.2,0.941,0.753
127,670.0,1.5e-05,6180,3875,6165,3861,33,29,1.138,100.1,0.962,0.841
128,1432.0,3.3e-05,6163,3990,6104,3854,128,268,0.478,649.9,0.411,0.043
129,559.5,1.3e-05,6404,3846,6386,3826,39,47,0.83,209.1,0.473,0.161
130,1821.0,4.2e-05,6836,3843,6686,3802,285,105,2.714,691.4,0.288,0.048
131,693.5,1.6e-05,2187,3827,2163,3801,48,54,0.889,275.2,0.347,0.115
132,2101.0,4.8e-05,6354,3881,6212,3786,266,213,1.249,863.3,0.159,0.035
133,2020.5,4.7e-05,6508,3832,6351,3769,310,117,2.65,807.8,0.161,0.039
134,570.5,1.3e-05,2007,3802,1990,3765,36,71,0.507,285.8,0.337,0.088
135,506.5,1.2e-05,6092,3798,6080,3742,30,109,0.275,247.9,0.552,0.104
136,523.0,1.2e-05,6438,3768,6414,3739,38,52,0.731,198.2,0.414,0.167
137,1696.0,3.9e-05,6177,3757,6086,3730,173,56,3.089,603.0,0.265,0.059
138,684.0,1.6e-05,7134,3788,7102,3728,55,129,0.426,311.9,0.406,0.088
139,1014.5,2.3e-05,6394,3741,6375,3725,42,34,1.235,125.2,0.954,0.814
140,1513.5,3.5e-05,6548,3760,6436,3719,230,77,2.987,534.9,0.475,0.066
141,800.5,1.8e-05,6892,3716,6812,3706,160,18,8.889,359.9,0.448,0.078
142,796.0,1.8e-05,6530,3719,6514,3704,36,32,1.125,109.7,0.961,0.831
143,621.5,1.4e-05,7041,3709,6980,3699,120,32,3.75,284.1,0.354,0.097
144,1178.5,2.7e-05,5463,3788,5413,3699,99,181,0.547,466.0,0.523,0.068
145,813.5,1.9e-05,6333,3728,6320,3690,34,58,0.586,191.4,0.635,0.279
146,2297.5,5.3e-05,6045,3802,6017,3684,86,249,0.345,1062.9,0.176,0.026
147,1719.5,4e-05,6910,3681,6758,3637,311,63,4.937,764.9,0.148,0.037
148,951.5,2.2e-05,3126,3679,3106,3635,43,88,0.489,399.5,0.353,0.075
149,1286.0,3e-05,5992,3745,5975,3624,41,256,0.16,603.7,0.239,0.044
150,1129.5,2.6e-05,6318,3669,6214,3617,218,103,2.117,551.1,0.404,0.047
151,510.5,1.2e-05,6460,3636,6415,3615,84,47,1.787,242.4,0.366,0.109
152,1428.0,3.3e-05,6084,3666,6010,3611,148,119,1.244,595.4,0.162,0.051
153,1225.5,2.8e-05,5282,3621,5187,3577,196,93,2.108,475.1,0.569,0.068
154,627.5,1.4e-05,7120,3627,7106,3569,31,118,0.263,278.9,0.481,0.101
155,528.5,1.2e-05,1986,3590,1942,3558,76,75,1.013,298.1,0.217,0.075
156,731.0,1.7e-05,6680,3604,6640,3555,56,81,0.691,281.3,0.286,0.116
157,832.0,1.9e-05,2590,3577,2539,3548,118,61,1.934,391.4,0.344,0.068
158,677.0,1.6e-05,6624,3553,6608,3540,35,29,1.207,102.9,0.95,0.803
159,539.0,1.2e-05,5898,3568,5884,3534,31,64,0.484,238.7,0.442,0.119
160,554.5,1.3e-05,5683,3556,5655,3527,51,61,0.836,191.0,0.534,0.191
161,637.0,1.5e-05,7100,3575,7090,3511,23,130,0.177,286.5,0.637,0.098
162,872.5,2e-05,5121,3544,5059,3510,125,73,1.712,320.4,0.638,0.107
163,1034.5,2.4e-05,6843,3562,6756,3501,172,125,1.376,460.2,0.582,0.061
164,931.0,2.1e-05,6542,3524,6522,3447,36,145,0.248,366.2,0.434,0.087
165,682.0,1.6e-05,4982,3474,4930,3445,94,58,1.621,256.9,0.593,0.13
166,535.5,1.2e-05,1894,3443,1846,3425,88,46,1.913,228.2,0.422,0.129
167,614.5,1.4e-05,6383,3462,6362,3419,42,93,0.452,229.7,0.612,0.146
168,1383.5,3.2e-05,6109,3504,6044,3418,138,185,0.746,522.0,0.412,0.064
169,1212.5,2.8e-05,6037,3488,6009,3417,59,157,0.376,459.5,0.25,0.072
170,681.5,1.6e-05,6489,3436,6427,3414,117,41,2.854,275.4,0.572,0.113
171,2161.5,5e-05,5561,3522,5416,3395,288,266,1.083,851.7,0.491,0.037
172,614.0,1.4e-05,2165,3399,2142,3379,49,44,1.114,253.4,0.409,0.12
173,538.0,1.2e-05,2556,3404,2531,3368,46,69,0.667,281.9,0.257,0.085
174,521.5,1.2e-05,6163,3370,6122,3347,89,50,1.78,228.4,0.522,0.126
175,517.0,1.2e-05,6470,3351,6448,3336,43,30,1.433,203.0,0.541,0.158
176,540.0,1.2e-05,6520,3359,6499,3330,38,55,0.691,206.0,0.4,0.16
177,1996.0,4.6e-05,5953,3452,5850,3310,167,300,0.557,774.2,0.19,0.042
178,826.0,1.9e-05,6370,3315,6354,3297,33,37,0.892,112.6,0.953,0.819
179,637.0,1.5e-05,6158,3302,6145,3288,29,30,0.967,97.6,0.964,0.84
180,1100.0,2.5e-05,6673,3362,6639,3260,67,192,0.349,529.5,0.213,0.049
181,521.5,1.2e-05,5414,3269,5385,3251,47,47,1.0,198.4,0.374,0.166
182,1343.5,3.1e-05,5927,3328,5841,3239,161,169,0.953,537.1,0.38,0.059
183,769.5,1.8e-05,2258,3244,2201,3231,130,40,3.25,332.6,0.24,0.087
184,1177.0,2.7e-05,6277,3280,6221,3229,104,102,1.02,551.8,0.225,0.049
185,574.0,1.3e-05,2520,3257,2477,3219,78,77,1.013,253.1,0.374,0.113
186,578.0,1.3e-05,6342,3220,6330,3205,27,31,0.871,92.6,0.969,0.848
187,512.5,1.2e-05,6218,3229,6202,3193,37,77,0.481,188.8,0.701,0.181
188,661.5,1.5e-05,6641,3197,6612,3164,48,89,0.539,293.9,0.263,0.096
189,570.0,1.3e-05,6856,3205,6831,3161,46,92,0.5,240.0,0.487,0.124
190,1058.0,2.4e-05,5507,3168,5419,3159,178,19,9.368,431.7,0.425,0.071
191,944.5,2.2e-05,6111,3205,6065,3145,98,136,0.721,377.7,0.433,0.083
192,692.5,1.6e-05,6831,3147,6800,3124,86,57,1.509,281.5,0.291,0.11
193,706.5,1.6e-05,5712,3173,5668,3122,93,98,0.949,297.4,0.531,0.1
194,1074.0,2.5e-05,6211,3144,6152,3115,121,77,1.571,444.6,0.226,0.068
195,677.5,1.6e-05,6317,3120,6273,3084,90,62,1.452,326.7,0.237,0.08
196,656.5,1.5e-05,6653,3129,6639,3082,33,94,0.351,238.4,0.504,0.145
197,846.5,1.9e-05,5914,3132,5863,3064,98,147,0.667,388.7,0.546,0.07
198,762.0,1.8e-05,3839,3124,3783,3061,109,124,0.879,365.9,0.287,0.072
199,518.0,1.2e-05,5059,3097,5023,3051,71,92,0.772,279.2,0.456,0.083
200,522.0,1.2e-05,5647,3089,5619,3047,50,74,0.676,200.0,0.56,0.164
201,1056.0,2.4e-05,5225,3082,5181,3034,108,115,0.939,553.8,0.146,0.043
202,866.0,2e-05,6722,2985,6634,2950,169,74,2.284,407.6,0.543,0.065
203,861.0,2e-05,6824,2981,6750,2945,152,73,2.082,372.7,0.573,0.078
204,515.5,1.2e-05,5581,2943,5545,2897,72,86,0.837,272.8,0.552,0.087
205,549.5,1.3e-05,5998,2889,5990,2837,31,99,0.313,238.3,0.393,0.122
206,635.0,1.5e-05,6455,2804,6443,2766,39,66,0.591,236.3,0.423,0.143
207,556.0,1.3e-05,4523,2814,4500,2762,53,110,0.482,277.4,0.562,0.091
208,643.5,1.5e-05,5231,2737,5216,2723,32,30,1.067,101.2,0.938,0.79
209,625.0,1.4e-05,5143,2758,5079,2720,126,72,1.75,341.0,0.466,0.068
210,767.5,1.8e-05,5629,2730,5564,2695,132,59,2.237,329.5,0.433,0.089
211,1445.5,3.3e-05,6265,2648,6160,2630,216,51,4.235,505.5,0.423,0.071
212,678.5,1.6e-05,4464,2670,4438,2613,53,113,0.469,274.8,0.661,0.113
213,996.5,2.3e-05,6184,2627,6115,2607,140,47,2.979,334.1,0.597,0.112
214,668.5,1.5e-05,6308,2609,6260,2603,101,14,7.214,237.8,0.675,0.149
215,658.5,1.5e-05,5604,2623,5581,2602,48,45,1.067,304.3,0.445,0.089
216,1223.0,2.8e-05,6494,2626,6382,2593,211,50,4.22,498.8,0.294,0.062
217,913.0,2.1e-05,5488,2632,5416,2566,147,130,1.131,434.2,0.523,0.061
218,562.0,1.3e-05,6066,2604,6057,2563,30,86,0.349,222.7,0.418,0.142
219,563.5,1.3e-05,4872,2589,4810,2561,117,55,2.127,279.7,0.61,0.091
220,1729.5,4e-05,3965,2588,3812,2554,287,53,5.415,679.1,0.338,0.047
221,949.0,2.2e-05,3937,2546,3853,2527,168,37,4.541,381.1,0.577,0.082
222,709.5,1.6e-05,6288,2553,6232,2525,111,64,1.734,283.5,0.563,0.111
223,755.0,1.7e-05,6664,2528,6619,2479,94,100,0.94,306.8,0.662,0.101
224,927.0,2.1e-05,6636,2508,6582,2454,105,105,1.0,335.3,0.501,0.104
225,1594.0,3.7e-05,6309,2405,6193,2393,238,24,9.917,535.6,0.425,0.07
226,1321.0,3e-05,4494,2446,4412,2389,173,116,1.491,460.5,0.609,0.078
227,585.5,1.3e-05,4998,2395,4934,2386,131,20,6.55,295.7,0.561,0.084
228,691.5,1.6e-05,6838,2391,6784,2361,107,64,1.672,276.6,0.625,0.114
229,697.5,1.6e-05,5634,2366,5587,2347,98,38,2.579,298.8,0.567,0.098
230,740.5,1.7e-05,4224,2366,4194,2316,61,102,0.598,270.6,0.652,0.127
231,787.0,1.8e-05,5872,2320,5810,2312,125,17,7.353,325.4,0.578,0.093
232,1222.0,2.8e-05,4778,2317,4754,2301,50,33,1.515,144.2,0.949,0.738
233,906.0,2.1e-05,5670,2312,5580,2295,164,30,5.467,390.5,0.527,0.075
234,1366.5,3.1e-05,6850,2346,6758,2288,176,114,1.544,492.6,0.45,0.071
235,1320.5,3e-05,6518,2342,6445,2286,145,114,1.272,404.9,0.635,0.101
236,853.0,2e-05,4351,2299,4307,2256,103,89,1.157,299.6,0.604,0.119
237,941.0,2.2e-05,6519,2265,6458,2252,131,26,5.038,306.5,0.516,0.126
238,529.5,1.2e-05,4857,2267,4805,2249,111,39,2.846,259.7,0.607,0.099
239,818.0,1.9e-05,6112,2272,6071,2234,69,87,0.793,317.1,0.31,0.102
240,625.0,1.4e-05,4437,2284,4406,2232,63,113,0.558,292.0,0.568,0.092
241,1087.0,2.5e-05,6981,2297,6894,2225,168,137,1.226,480.3,0.359,0.059
242,719.0,1.7e-05,5444,2246,5398,2220,73,79,0.924,338.7,0.25,0.079
243,974.5,2.2e-05,5671,2222,5606,2212,134,21,6.381,290.8,0.722,0.145
244,559.0,1.3e-05,6420,2230,6390,2204,70,48,1.458,194.8,0.539,0.185
245,554.0,1.3e-05,6479,2227,6422,2202,115,44,2.614,274.9,0.442,0.092
246,587.5,1.4e-05,3897,2224,3878,2202,42,47,0.894,262.8,0.402,0.107
247,588.5,1.4e-05,5311,2214,5264,2200,93,28,3.321,284.9,0.498,0.091
248,1388.0,3.2e-05,5941,2205,5806,2186,267,38,7.026,650.9,0.362,0.041
249,738.0,1.7e-05,4665,2206,4585,2183,161,52,3.096,390.5,0.411,0.061
250,527.0,1.2e-05,4870,2212,4844,2180,40,55,0.727,203.7,0.392,0.16
251,770.0,1.8e-05,6311,2190,6234,2179,163,19,8.579,367.3,0.371,0.072
252,1321.5,3e-05,4472,2288,4410,2179,118,231,0.511,575.9,0.381,0.05
253,510.0,1.2e-05,6733,2181,6710,2158,47,45,1.044,213.8,0.404,0.14
254,983.0,2.3e-05,3392,2202,3338,2158,90,83,1.084,512.6,0.279,0.047
255,519.0,1.2e-05,3465,2164,3431,2133,70,66,1.061,209.1,0.703,0.149
256,1058.5,2.4e-05,6361,2135,6280,2128,163,16,10.188,395.3,0.558,0.085
257,1906.0,4.4e-05,6253,2194,6171,2122,207,104,1.99,617.7,0.196,0.063
258,1824.5,4.2e-05,6039,2119,5918,2105,248,30,8.267,537.2,0.67,0.079
259,671.0,1.5e-05,6146,2102,6086,2093,112,22,5.091,255.0,0.677,0.13
260,624.5,1.4e-05,7110,2132,7063,2092,88,76,1.158,254.3,0.505,0.121
261,1619.5,3.7e-05,5751,2101,5626,2091,251,20,12.55,559.0,0.577,0.065
262,571.5,1.3e-05,6031,2092,5981,2087,104,15,6.933,235.4,0.589,0.13
263,712.0,1.6e-05,6479,2095,6440,2079,94,53,1.774,394.5,0.286,0.057
264,931.5,2.1e-05,4733,2084,4646,2079,175,12,14.583,391.2,0.632,0.076
265,832.5,1.9e-05,4561,2083,4472,2077,172,12,14.333,385.5,0.558,0.07
266,851.5,2e-05,5547,2089,5473,2074,144,31,4.645,324.6,0.67,0.102
267,745.0,1.7e-05,5091,2095,5014,2071,140,66,2.121,352.0,0.271,0.076
268,1354.5,3.1e-05,6815,2105,6695,2067,252,88,2.864,606.3,0.211,0.046
269,2548.5,5.9e-05,5059,2175,4887,2066,311,288,1.08,1080.4,0.119,0.027
270,651.5,1.5e-05,6672,2085,6652,2061,47,49,0.959,234.2,0.412,0.149
271,1255.0,2.9e-05,3498,2143,3418,2054,176,176,1.0,550.2,0.383,0.052
272,520.5,1.2e-05,4753,2054,4693,2050,121,11,11.0,265.0,0.653,0.093
273,741.0,1.7e-05,6584,2067,6535,2045,94,42,2.238,259.6,0.601,0.138
274,616.0,1.4e-05,5409,2063,5347,2045,120,34,3.529,278.8,0.577,0.1
275,731.5,1.7e-05,4946,2037,4869,2026,157,26,6.038,348.9,0.527,0.076
276,818.0,1.9e-05,4194,2098,4145,2020,102,166,0.614,429.9,0.446,0.056
277,507.0,1.2e-05,5723,2029,5704,2004,40,48,0.833,189.0,0.452,0.178
278,1018.0,2.3e-05,5601,2017,5581,2000,42,38,1.105,127.5,0.947,0.786
279,572.0,1.3e-05,6871,2004,6829,1988,104,28,3.714,261.8,0.362,0.105
280,832.0,1.9e-05,6758,1998,6695,1987,137,30,4.567,379.5,0.331,0.073
281,733.5,1.7e-05,6466,2002,6446,1984,44,41,1.073,280.4,0.508,0.117
282,518.0,1.2e-05,6398,2002,6380,1977,40,46,0.87,208.7,0.435,0.15
283,710.0,1.6e-05,6906,1967,6858,1957,105,32,3.281,300.8,0.329,0.099
284,685.5,1.6e-05,6015,1960,5938,1955,147,11,13.364,324.4,0.598,0.082
285,2962.0,6.8e-05,5477,2040,5228,1940,523,148,3.534,1251.7,0.143,0.024
286,761.0,1.8e-05,5515,1942,5435,1937,163,12,13.583,357.0,0.517,0.075
287,748.0,1.7e-05,6764,1957,6699,1927,128,64,2.0,313.0,0.594,0.096
288,859.0,2e-05,6794,1943,6734,1907,122,74,1.649,326.5,0.462,0.101
289,719.5,1.7e-05,5887,1949,5851,1907,83,66,1.258,350.6,0.235,0.074
290,681.0,1.6e-05,4098,1957,4057,1906,86,114,0.754,313.3,0.481,0.087
291,1117.5,2.6e-05,4222,1928,4127,1902,185,57,3.246,462.2,0.48,0.066
292,791.5,1.8e-05,7068,1938,7002,1896,125,86,1.453,335.5,0.517,0.088
293,644.0,1.5e-05,6512,1902,6472,1896,80,13,6.154,182.9,0.783,0.242
294,614.0,1.4e-05,5817,1907,5749,1893,142,29,4.897,324.1,0.551,0.073
295,1866.0,4.3e-05,6468,1924,6282,1892,388,45,8.622,861.4,0.23,0.032
296,886.0,2e-05,5032,1923,4969,1890,127,77,1.649,341.3,0.379,0.096
297,778.5,1.8e-05,6906,1903,6888,1887,36,34,1.059,112.0,0.952,0.78
298,601.0,1.4e-05,3999,1896,3947,1881,97,32,3.031,230.0,0.587,0.143
299,502.5,1.2e-05,5282,1896,5243,1880,90,34,2.647,280.7,0.434,0.08
300,546.5,1.3e-05,4687,1896,4665,1879,42,39,1.077,218.4,0.468,0.144
301,558.5,1.3e-05,7067,1911,7023,1878,87,69,1.261,253.8,0.525,0.109
302,586.5,1.4e-05,5145,1898,5099,1873,95,59,1.61,259.7,0.526,0.109
303,1031.5,2.4e-05,4410,1953,4360,1867,112,157,0.713,447.4,0.29,0.065
304,1742.5,4e-05,5108,1969,4989,1865,183,244,0.75,722.6,0.144,0.042
305,501.0,1.2e-05,6886,1856,6850,1837,67,37,1.811,210.7,0.535,0.142
