id,area_px,area_frac,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,aspect_ratio,perimeter_px,solidity,compactness
0,1436.5,3e-05,203,6357,63,6348,276,15,18.4,620.4,0.49,0.047
1,39912.0,0.000824,3816,6356,458,6342,6996,21,333.143,14612.2,0.337,0.002
2,779.5,1.6e-05,401,6356,345,6342,114,20,5.7,267.3,0.506,0.137
3,581.0,1.2e-05,7487,6352,7452,6337,71,24,2.958,211.7,0.513,0.163
4,528.0,1.1e-05,3082,6269,3078,6208,10,118,0.085,250.4,0.695,0.106
5,714.0,1.5e-05,3137,6153,3063,6137,135,33,4.091,300.2,0.633,0.1
6,529.5,1.1e-05,6304,6134,6280,6103,43,58,0.741,188.9,0.513,0.186
7,745.5,1.5e-05,6374,6135,6342,6083,48,101,0.475,265.5,0.318,0.133
8,944.5,1.9e-05,2557,6105,2476,6074,173,65,2.662,408.9,0.571,0.071
9,1902.5,3.9e-05,2998,6080,2874,6069,256,36,7.111,615.3,0.391,0.063
10,1024.0,2.1e-05,5715,6060,5621,6049,178,23,7.739,404.6,0.61,0.079
11,618.5,1.3e-05,2650,6055,2592,6034,120,38,3.158,276.1,0.598,0.102
12,516.5,1.1e-05,2294,6032,2281,5989,32,82,0.39,198.8,0.529,0.164
13,688.5,1.4e-05,1958,6007,1921,5988,83,30,2.767,219.9,0.401,0.179
14,4968.5,0.000103,6151,6018,5806,5982,678,77,8.805,1508.7,0.561,0.027
15,505.5,1e-05,4406,6007,4373,5973,55,68,0.809,209.7,0.4,0.144
16,769.5,1.6e-05,2231,6017,2204,5973,66,91,0.725,288.6,0.362,0.116
17,788.5,1.6e-05,5265,5988,5216,5972,108,33,3.273,273.2,0.607,0.133
18,570.5,1.2e-05,1892,5979,1856,5970,78,21,3.714,187.9,0.536,0.203
19,1198.5,2.5e-05,4565,5995,4518,5929,73,129,0.566,392.0,0.38,0.098
20,1805.5,3.7e-05,2483,5980,2385,5919,202,126,1.603,569.8,0.522,0.07
21,503.5,1e-05,1959,5932,1935,5897,39,79,0.494,203.2,0.494,0.153
22,682.0,1.4e-05,1832,5914,1793,5882,70,58,1.207,206.5,0.514,0.201
23,1193.5,2.5e-05,6213,5904,6145,5879,140,43,3.256,369.6,0.533,0.11
24,630.5,1.3e-05,2254,5903,2206,5864,91,79,1.152,265.1,0.559,0.113
25,527.0,1.1e-05,2539,5855,2483,5851,122,11,11.091,266.7,0.61,0.093
