id,area_px,area_frac,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,aspect_ratio,perimeter_px,solidity,compactness
0,780.5,1.4e-05,6,5938,0,5850,13,166,0.078,360.1,0.582,0.076
1,1014.5,1.9e-05,1315,5797,1249,5768,134,68,1.971,378.0,0.284,0.089
2,865.5,1.6e-05,1279,5758,1227,5747,124,33,3.758,279.9,0.473,0.139
3,834.0,1.5e-05,1092,5744,1042,5733,112,31,3.613,262.3,0.46,0.152
4,531.5,1e-05,1616,5737,1575,5728,92,24,3.833,214.8,0.388,0.145
5,1264.5,2.3e-05,1934,5767,1871,5715,135,94,1.436,363.7,0.46,0.12
6,846.0,1.6e-05,1577,5717,1504,5706,159,30,5.3,356.5,0.344,0.084
7,627.0,1.2e-05,1461,5731,1417,5706,90,54,1.667,226.6,0.692,0.153
8,554.0,1e-05,1223,5692,1197,5669,56,41,1.366,158.5,0.619,0.277
9,1522.5,2.8e-05,1511,5676,1472,5663,81,28,2.893,191.8,0.931,0.52
10,562.0,1e-05,1345,5666,1312,5656,84,34,2.471,210.0,0.465,0.16
11,644.5,1.2e-05,1072,5658,1022,5649,94,27,3.481,213.3,0.543,0.178
12,1294.0,2.4e-05,1832,5671,1788,5638,87,74,1.176,565.3,0.286,0.051
13,1241.0,2.3e-05,1185,5641,1139,5620,104,52,2.0,375.8,0.382,0.11
14,559.5,1e-05,1033,5625,991,5615,84,25,3.36,230.2,0.468,0.133
15,656.0,1.2e-05,1549,5622,1518,5606,69,37,1.865,259.9,0.402,0.122
16,802.0,1.5e-05,1356,5622,1332,5596,48,49,0.98,243.1,0.508,0.17
17,634.0,1.2e-05,1787,5600,1751,5573,65,67,0.97,322.8,0.504,0.076
18,598.0,1.1e-05,990,5579,961,5561,75,30,2.5,189.9,0.602,0.208
19,1578.5,2.9e-05,1172,5576,1120,5551,91,49,1.857,300.5,0.513,0.22
20,843.0,1.6e-05,1511,5572,1492,5548,41,45,0.911,160.5,0.738,0.411
21,775.5,1.4e-05,1086,5561,1042,5542,95,40,2.375,228.4,0.657,0.187
22,679.0,1.3e-05,8134,5564,8088,5537,110,54,2.037,273.3,0.48,0.114
23,527.0,1e-05,2701,5540,2648,5526,92,22,4.182,221.4,0.421,0.135
24,558.5,1e-05,843,5544,797,5525,98,52,1.885,251.5,0.337,0.111
25,753.5,1.4e-05,1713,5549,1685,5524,62,57,1.088,187.0,0.675,0.271
26,1892.5,3.5e-05,7978,5592,7832,5496,302,197,1.533,798.7,0.368,0.037
27,622.5,1.1e-05,1281,5525,1251,5495,66,63,1.048,200.7,0.603,0.194
28,1068.0,2e-05,1109,5501,1058,5483,115,46,2.5,355.0,0.421,0.106
29,784.5,1.4e-05,7665,5495,7647,5462,40,74,0.541,300.3,0.347,0.109
30,1514.5,2.8e-05,8217,5475,8191,5458,53,37,1.432,155.3,0.963,0.789
31,614.5,1.1e-05,2666,5469,2603,5456,105,24,4.375,259.3,0.425,0.115
32,671.5,1.2e-05,1640,5466,1588,5451,106,38,2.789,281.0,0.401,0.107
33,531.0,1e-05,1214,5459,1184,5451,63,23,2.739,155.4,0.618,0.276
34,772.0,1.4e-05,1743,5468,1701,5448,81,43,1.884,204.0,0.718,0.233
