id,area_px,area_frac,cx,cy,bbox_x,bbox_y,bbox_w,bbox_h,aspect_ratio,perimeter_px,solidity,compactness
618,779.0,1.5e-05,1103,852,1059,789,95,128,0.742,358.6,0.423,0.076
619,735.0,1.4e-05,2034,841,2009,787,68,99,0.687,276.7,0.352,0.121
620,1296.5,2.4e-05,1334,838,1233,786,205,104,1.971,502.3,0.563,0.065
621,531.5,1e-05,2408,804,2396,783,38,51,0.745,187.6,0.467,0.19
622,530.0,1e-05,2356,803,2330,783,49,44,1.114,198.3,0.399,0.169
623,579.5,1.1e-05,5587,796,5571,774,36,57,0.632,203.7,0.402,0.175
624,653.5,1.2e-05,5242,813,5206,767,55,76,0.724,258.4,0.299,0.123
625,957.5,1.8e-05,3067,839,3020,766,102,144,0.708,389.8,0.549,0.079
626,520.5,1e-05,2051,779,2006,761,91,37,2.459,238.7,0.413,0.115
627,654.5,1.2e-05,2582,789,2523,758,107,72,1.486,287.5,0.546,0.1
628,582.5,1.1e-05,1410,786,1393,758,50,52,0.962,201.6,0.406,0.18
629,611.5,1.1e-05,2689,757,2638,750,112,14,8.0,256.6,0.516,0.117
630,700.5,1.3e-05,1058,762,991,745,136,38,3.579,308.6,0.56,0.092
631,722.5,1.3e-05,769,777,752,745,55,79,0.696,286.8,0.289,0.11
632,526.5,1e-05,2245,762,2228,742,39,54,0.722,230.6,0.38,0.124
633,513.0,1e-05,7454,770,7446,740,18,64,0.281,155.1,0.731,0.268
634,532.0,1e-05,5953,766,5917,739,75,58,1.293,221.8,0.593,0.136
635,648.5,1.2e-05,7833,804,7829,735,11,138,0.08,297.3,0.674,0.092
636,666.0,1.2e-05,8040,736,7990,730,96,15,6.4,217.1,0.648,0.178
637,977.5,1.8e-05,2841,744,2755,729,167,28,5.964,377.5,0.592,0.086
638,1396.0,2.6e-05,1596,816,1537,728,148,171,0.865,518.2,0.237,0.065
639,897.5,1.7e-05,5177,732,5129,708,89,70,1.271,419.1,0.21,0.064
640,513.0,1e-05,5464,733,5453,698,31,71,0.437,179.5,0.6,0.2
641,942.5,1.8e-05,893,721,808,696,177,53,3.34,403.0,0.576,0.073
642,528.5,1e-05,2075,717,2061,691,41,51,0.804,209.7,0.419,0.151
643,1330.5,2.5e-05,1429,698,1325,663,203,82,2.476,502.2,0.407,0.066
644,834.5,1.6e-05,729,676,653,653,152,46,3.304,345.5,0.628,0.088
645,712.5,1.3e-05,1928,680,1882,641,89,83,1.072,279.0,0.466,0.115
646,1071.5,2e-05,1117,660,1043,639,142,46,3.087,339.3,0.64,0.117
647,671.0,1.3e-05,545,693,536,638,20,114,0.175,271.8,0.567,0.114
648,884.5,1.7e-05,2102,663,2032,631,151,69,2.188,372.6,0.584,0.08
649,865.5,1.6e-05,2001,696,1979,630,50,132,0.379,342.8,0.298,0.093
650,521.0,1e-05,7936,656,7912,627,44,54,0.815,186.9,0.453,0.188
651,563.5,1.1e-05,2242,648,2213,626,55,50,1.1,221.0,0.35,0.145
652,873.0,1.6e-05,5549,621,5479,604,157,30,5.233,380.6,0.474,0.076
653,506.5,9e-06,2194,622,2178,596,47,53,0.887,200.4,0.382,0.158
654,1080.0,2e-05,826,623,804,588,50,90,0.556,375.8,0.385,0.096
655,610.5,1.1e-05,5824,637,5805,586,49,106,0.462,264.8,0.46,0.109
656,835.0,1.6e-05,7525,661,7486,582,78,166,0.47,402.1,0.53,0.065
657,883.0,1.6e-05,5715,589,5641,573,149,36,4.139,350.1,0.518,0.091
658,577.0,1.1e-05,3211,622,3171,555,83,131,0.634,341.3,0.523,0.062
659,722.0,1.3e-05,7816,640,7804,550,29,178,0.163,389.5,0.54,0.06
660,520.0,1e-05,1092,568,1067,547,60,48,1.25,234.6,0.296,0.119
